Sub_Category,Kalshi_Ticker,Market_Question,Price_At_85_Plus,Settlement_Date,Result,Settlement_Value,First_Touch_Time,Series_Ticker,Series_Title
Mentions > Mentions,KXTRUMPMENTIONB-26FEB06-AIRB,What will Donald Trump say during The President makes an Announcement?,90,2026-02-06,CORRECT,100,2026-02-05T18:58:14.135043Z,KXTRUMPMENTIONB,Trump Mention B
Mentions > Mentions,KXTRUMPMENTIONB-26FEB06-TRUM,What will Donald Trump say during The President makes an Announcement?,90,2026-02-06,CORRECT,100,2026-02-05T15:40:19.932306Z,KXTRUMPMENTIONB,Trump Mention B
Mentions > Mentions,KXTRUMPMENTIONB-26FEB06-TARI,What will Donald Trump say during The President makes an Announcement?,90,2026-02-06,CORRECT,100,2026-02-06T00:06:53.031443Z,KXTRUMPMENTIONB,Trump Mention B
Mentions > Mentions,KXTRUMPMENTIONB-26FEB06-MEDI,What will Donald Trump say during The President makes an Announcement?,90,2026-02-06,CORRECT,100,2026-02-06T00:05:45.985434Z,KXTRUMPMENTIONB,Trump Mention B
Mentions > Mentions,KXTRUMPMENTIONB-26FEB06-INSU,What will Donald Trump say during The President makes an Announcement?,90,2026-02-06,WRONG,0,2026-02-05T20:10:15.166839Z,KXTRUMPMENTIONB,Trump Mention B
Mentions > Mentions,KXTRUMPMENTIONB-26FEB06-HEAL,What will Donald Trump say during The President makes an Announcement?,92,2026-02-06,CORRECT,100,2026-02-06T00:04:30.703517Z,KXTRUMPMENTIONB,Trump Mention B
Mentions > Mentions,KXTRUMPMENTIONB-26FEB06-AFFO,What will Donald Trump say during The President makes an Announcement?,90,2026-02-06,CORRECT,100,2026-02-05T20:10:05.075744Z,KXTRUMPMENTIONB,Trump Mention B
Mentions > Mentions,KXNBAMENTION-26FEB07LACSAC-OVER,What will the announcers say during Los Angeles C vs Sacramento Professional Basketball Game?,90,2026-02-07,WRONG,0,2026-02-07T05:19:53.98132Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB07LACSAC-ROOK,What will the announcers say during Los Angeles C vs Sacramento Professional Basketball Game?,90,2026-02-07,CORRECT,100,2026-02-07T01:39:41.413098Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB07LACSAC-GOLD,What will the announcers say during Los Angeles C vs Sacramento Professional Basketball Game?,90,2026-02-07,CORRECT,100,2026-02-07T03:54:10.935749Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB06NYKDET-OVER,What will the announcers say during New York vs Detroit Professional Basketball Game?,90,2026-02-07,CORRECT,100,2026-02-06T07:06:13.592731Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB06NYKDET-ROOK,What will the announcers say during New York vs Detroit Professional Basketball Game?,90,2026-02-07,CORRECT,100,2026-02-07T00:55:11.967713Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXMRBEASTMENTION-26FEB28-WIN,What will MrBeast say during Next MrBeast Youtube Video?,91,2026-02-07,CORRECT,100,2026-01-25T09:30:23.288813Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-26FEB28-WATE,What will MrBeast say during Next MrBeast Youtube Video?,90,2026-02-07,CORRECT,100,2026-02-07T17:00:35.390316Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-26FEB28-TIME,What will MrBeast say during Next MrBeast Youtube Video?,91,2026-02-07,CORRECT,100,2026-01-25T05:50:22.635685Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-26FEB28-PRIZ,What will MrBeast say during Next MrBeast Youtube Video?,90,2026-02-07,CORRECT,100,2026-02-07T17:02:17.872572Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-26FEB28-MONE,What will MrBeast say during Next MrBeast Youtube Video?,96,2026-02-07,CORRECT,100,2026-01-25T07:06:11.315877Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-26FEB28-MILL,What will MrBeast say during Next MrBeast Youtube Video?,91,2026-02-07,CORRECT,100,2026-01-24T22:37:54.683321Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-26FEB28-INSA,What will MrBeast say during Next MrBeast Youtube Video?,91,2026-02-07,CORRECT,100,2026-01-24T21:01:24.255434Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-26FEB28-CONT,What will MrBeast say during Next MrBeast Youtube Video?,90,2026-02-07,CORRECT,100,2026-02-07T14:31:34.038103Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-26FEB28-CHAL,What will MrBeast say during Next MrBeast Youtube Video?,91,2026-02-07,CORRECT,100,2026-01-24T23:24:29.379197Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-26FEB28-CAR,What will MrBeast say during Next MrBeast Youtube Video?,90,2026-02-07,CORRECT,100,2026-02-07T17:03:04.790428Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-26FEB28-BEAS,What will MrBeast say during Next MrBeast Youtube Video?,91,2026-02-07,CORRECT,100,2026-01-24T21:00:52.739301Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXNCAABMENTION-26FEB07OREPUR-WALK,"What will the announcers say during Oregon at Purdue men's college basketball game originally scheduled for Feb 7, 2026?",95,2026-02-07,CORRECT,100,2026-02-07T18:04:20.528507Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07OREPUR-TRAN,"What will the announcers say during Oregon at Purdue men's college basketball game originally scheduled for Feb 7, 2026?",91,2026-02-07,CORRECT,100,2026-02-07T18:10:49.039616Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07OREPUR-SCHE,"What will the announcers say during Oregon at Purdue men's college basketball game originally scheduled for Feb 7, 2026?",91,2026-02-07,CORRECT,100,2026-02-07T18:56:17.894674Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07OREPUR-RECO,"What will the announcers say during Oregon at Purdue men's college basketball game originally scheduled for Feb 7, 2026?",91,2026-02-07,WRONG,0,2026-02-07T18:45:04.647774Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07OREPUR-OVER,"What will the announcers say during Oregon at Purdue men's college basketball game originally scheduled for Feb 7, 2026?",90,2026-02-07,WRONG,0,2026-02-07T19:41:58.079871Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07OREPUR-MARC,"What will the announcers say during Oregon at Purdue men's college basketball game originally scheduled for Feb 7, 2026?",90,2026-02-07,WRONG,0,2026-02-07T19:04:04.852754Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07OREPUR-MACK,"What will the announcers say during Oregon at Purdue men's college basketball game originally scheduled for Feb 7, 2026?",95,2026-02-07,CORRECT,100,2026-02-07T17:08:55.186731Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07OREPUR-ELBO,"What will the announcers say during Oregon at Purdue men's college basketball game originally scheduled for Feb 7, 2026?",95,2026-02-07,CORRECT,100,2026-02-07T18:04:47.12339Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07OREPUR-ANKL,"What will the announcers say during Oregon at Purdue men's college basketball game originally scheduled for Feb 7, 2026?",91,2026-02-07,CORRECT,100,2026-02-07T18:41:33.710826Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07OREPUR-ALL,"What will the announcers say during Oregon at Purdue men's college basketball game originally scheduled for Feb 7, 2026?",90,2026-02-07,CORRECT,100,2026-02-07T18:20:33.68489Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07OREPUR-AIRB,"What will the announcers say during Oregon at Purdue men's college basketball game originally scheduled for Feb 7, 2026?",91,2026-02-07,WRONG,0,2026-02-07T18:21:51.652389Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB06CONNSJU-TRAN,"What will the announcers say during UConn at St. John's men's college basketball game originally scheduled for Feb 6, 2026?",90,2026-02-07,CORRECT,100,2026-02-06T18:45:38.475582Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB06CONNSJU-SCHE,"What will the announcers say during UConn at St. John's men's college basketball game originally scheduled for Feb 6, 2026?",95,2026-02-07,CORRECT,100,2026-02-07T02:42:45.887066Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB06CONNSJU-MSG,"What will the announcers say during UConn at St. John's men's college basketball game originally scheduled for Feb 6, 2026?",91,2026-02-07,CORRECT,100,2026-02-05T22:00:30.369079Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB06CONNSJU-ELBO,"What will the announcers say during UConn at St. John's men's college basketball game originally scheduled for Feb 6, 2026?",91,2026-02-07,CORRECT,100,2026-02-05T22:04:21.760586Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB06CONNSJU-DRAF,"What will the announcers say during UConn at St. John's men's college basketball game originally scheduled for Feb 6, 2026?",91,2026-02-07,CORRECT,100,2026-02-07T02:46:50.704752Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB06CONNSJU-AIRB,"What will the announcers say during UConn at St. John's men's college basketball game originally scheduled for Feb 6, 2026?",91,2026-02-07,CORRECT,100,2026-02-07T02:32:16.763434Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXTRUMPMENTION-26FEB09-TARI,What will Donald Trump say during Tom Llamas with President Donald Trump in an exclusive interview on Super Bowl LX Pregame Show?,91,2026-02-08,WRONG,0,2026-02-08T20:11:04.084935Z,KXTRUMPMENTION,What will Trump say?
Mentions > Mentions,KXTRUMPMENTION-26FEB09-NUCL,What will Donald Trump say during Tom Llamas with President Donald Trump in an exclusive interview on Super Bowl LX Pregame Show?,91,2026-02-08,WRONG,0,2026-02-08T14:34:11.527987Z,KXTRUMPMENTION,What will Trump say?
Mentions > Mentions,KXTRUMPMENTION-26FEB09-ELEC,What will Donald Trump say during Tom Llamas with President Donald Trump in an exclusive interview on Super Bowl LX Pregame Show?,98,2026-02-08,CORRECT,100,2026-02-08T20:18:27.30647Z,KXTRUMPMENTION,What will Trump say?
Mentions > Mentions,KXTRUMPMENTION-26FEB09-DEMO,What will Donald Trump say during Tom Llamas with President Donald Trump in an exclusive interview on Super Bowl LX Pregame Show?,90,2026-02-08,CORRECT,100,2026-02-08T17:40:09.689225Z,KXTRUMPMENTION,What will Trump say?
Mentions > Mentions,KXTRUMPMENTION-26FEB09-CHIN,What will Donald Trump say during Tom Llamas with President Donald Trump in an exclusive interview on Super Bowl LX Pregame Show?,98,2026-02-08,CORRECT,100,2026-02-08T20:15:29.797775Z,KXTRUMPMENTION,What will Trump say?
Mentions > Mentions,KXTRUMPMENTION-26FEB09-BORD,What will Donald Trump say during Tom Llamas with President Donald Trump in an exclusive interview on Super Bowl LX Pregame Show?,91,2026-02-08,CORRECT,100,2026-02-08T20:14:19.738363Z,KXTRUMPMENTION,What will Trump say?
Mentions > Mentions,KXTRUMPMENTION-26FEB09-BIDE,What will Donald Trump say during Tom Llamas with President Donald Trump in an exclusive interview on Super Bowl LX Pregame Show?,90,2026-02-08,WRONG,0,2026-02-08T18:32:56.961911Z,KXTRUMPMENTION,What will Trump say?
Mentions > Mentions,KXTRUMPMENTION-26FEB09-AFFO,What will Donald Trump say during Tom Llamas with President Donald Trump in an exclusive interview on Super Bowl LX Pregame Show?,95,2026-02-08,CORRECT,100,2026-02-08T20:13:41.789017Z,KXTRUMPMENTION,What will Trump say?
Mentions > Mentions,KXNFLMENTION-SB26-TRAD,What will the announcers say during 2026 Pro Football Championship?,90,2026-02-08,CORRECT,100,2026-02-08T23:41:42.377563Z,KXNFLMENTION,NFL Mention
Mentions > Mentions,KXNFLMENTION-SB26-TOM,What will the announcers say during 2026 Pro Football Championship?,93,2026-02-08,CORRECT,100,2026-02-08T21:21:33.362035Z,KXNFLMENTION,NFL Mention
Mentions > Mentions,KXNFLMENTION-SB26-SAFE,What will the announcers say during 2026 Pro Football Championship?,94,2026-02-08,CORRECT,100,2026-02-08T22:29:32.109982Z,KXNFLMENTION,NFL Mention
Mentions > Mentions,KXNFLMENTION-SB26-MVP,What will the announcers say during 2026 Pro Football Championship?,96,2026-02-08,CORRECT,100,2026-02-08T17:28:00.740914Z,KXNFLMENTION,NFL Mention
Mentions > Mentions,KXNBAMENTION-26FEB07GSWLAL-TRAD,What will the announcers say during Golden State vs Los Angeles L Professional Basketball Game?,91,2026-02-08,CORRECT,100,2026-02-06T22:36:42.677001Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB07GSWLAL-TECH,What will the announcers say during Golden State vs Los Angeles L Professional Basketball Game?,91,2026-02-08,CORRECT,100,2026-02-08T02:52:52.688699Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB07GSWLAL-RETI,What will the announcers say during Golden State vs Los Angeles L Professional Basketball Game?,90,2026-02-08,WRONG,0,2026-02-08T03:15:44.605503Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB07GSWLAL-INJU,What will the announcers say during Golden State vs Los Angeles L Professional Basketball Game?,91,2026-02-08,CORRECT,100,2026-02-06T22:36:24.611866Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB07GSWLAL-DRAF,What will the announcers say during Golden State vs Los Angeles L Professional Basketball Game?,90,2026-02-08,CORRECT,100,2026-02-07T14:20:02.667074Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB07GSWLAL-CROW,What will the announcers say during Golden State vs Los Angeles L Professional Basketball Game?,90,2026-02-08,CORRECT,100,2026-02-07T15:55:55.961046Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB07GSWLAL-BUZZ,What will the announcers say during Golden State vs Los Angeles L Professional Basketball Game?,91,2026-02-08,CORRECT,100,2026-02-08T02:36:22.597408Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB07GSWLAL-ALLE,What will the announcers say during Golden State vs Los Angeles L Professional Basketball Game?,90,2026-02-08,CORRECT,100,2026-02-08T01:53:51.438802Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB07GSWLAL-AIRB,What will the announcers say during Golden State vs Los Angeles L Professional Basketball Game?,91,2026-02-08,CORRECT,100,2026-02-08T03:07:48.879391Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB08NYKBOS-TRIP,What will the announcers say during New York vs Boston Professional Basketball Game?,90,2026-02-08,CORRECT,100,2026-02-08T18:23:17.870273Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB08NYKBOS-TRAD,What will the announcers say during New York vs Boston Professional Basketball Game?,91,2026-02-08,CORRECT,100,2026-02-06T22:36:59.288629Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB08NYKBOS-TECH,What will the announcers say during New York vs Boston Professional Basketball Game?,90,2026-02-08,CORRECT,100,2026-02-08T19:55:53.239927Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB08NYKBOS-PLAY,What will the announcers say during New York vs Boston Professional Basketball Game?,90,2026-02-08,CORRECT,100,2026-02-07T16:17:48.242271Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB08NYKBOS-JORD,What will the announcers say during New York vs Boston Professional Basketball Game?,91,2026-02-08,CORRECT,100,2026-02-07T05:48:12.113087Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB08NYKBOS-INJU,What will the announcers say during New York vs Boston Professional Basketball Game?,91,2026-02-08,CORRECT,100,2026-02-06T22:36:27.930511Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB08NYKBOS-ELBO,What will the announcers say during New York vs Boston Professional Basketball Game?,91,2026-02-08,CORRECT,100,2026-02-08T19:28:50.940375Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB08NYKBOS-DRAF,What will the announcers say during New York vs Boston Professional Basketball Game?,91,2026-02-08,CORRECT,100,2026-02-08T17:56:19.763343Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB08NYKBOS-CROW,What will the announcers say during New York vs Boston Professional Basketball Game?,90,2026-02-08,CORRECT,100,2026-02-07T22:42:16.284543Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB08NYKBOS-BUZZ,What will the announcers say during New York vs Boston Professional Basketball Game?,90,2026-02-08,WRONG,0,2026-02-06T23:58:43.80257Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB08NYKBOS-ANKL,What will the announcers say during New York vs Boston Professional Basketball Game?,90,2026-02-08,CORRECT,100,2026-02-08T17:51:52.850064Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB07DALSAS-ROOK,What will the announcers say during Dallas vs San Antonio Professional Basketball Game?,91,2026-02-08,CORRECT,100,2026-02-06T01:04:27.515568Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB07DALSAS-FROS,What will the announcers say during Dallas vs San Antonio Professional Basketball Game?,90,2026-02-08,CORRECT,100,2026-02-06T20:26:43.899565Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB07HOUOKC-OVER,What will the announcers say during Houston vs Oklahoma City Professional Basketball Game?,95,2026-02-08,CORRECT,100,2026-02-07T20:50:27.303221Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB07HOUOKC-ROOK,What will the announcers say during Houston vs Oklahoma City Professional Basketball Game?,91,2026-02-08,CORRECT,100,2026-02-06T09:16:02.316925Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB07HOUOKC-PAYC,What will the announcers say during Houston vs Oklahoma City Professional Basketball Game?,90,2026-02-08,WRONG,0,2026-02-07T22:35:42.848095Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNBAMENTION-26FEB07DALSAS-TRIP,What will the announcers say during Dallas vs San Antonio Professional Basketball Game?,94,2026-02-08,CORRECT,100,2026-02-08T00:59:18.429312Z,KXNBAMENTION,NBA Mention
Mentions > Mentions,KXNCAABMENTION-26FEB07HOUBYU-TRAN,"What will the announcers say during Houston at BYU men's college basketball game originally scheduled for Feb 7, 2026?",91,2026-02-08,CORRECT,100,2026-02-08T04:26:57.628741Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07HOUBYU-RECR,"What will the announcers say during Houston at BYU men's college basketball game originally scheduled for Feb 7, 2026?",91,2026-02-08,CORRECT,100,2026-02-08T03:44:04.199856Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07HOUBYU-RECO,"What will the announcers say during Houston at BYU men's college basketball game originally scheduled for Feb 7, 2026?",94,2026-02-08,CORRECT,100,2026-02-08T04:28:19.227349Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07HOUBYU-MARR,"What will the announcers say during Houston at BYU men's college basketball game originally scheduled for Feb 7, 2026?",91,2026-02-08,CORRECT,100,2026-02-08T03:44:57.25018Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07HOUBYU-ELBO,"What will the announcers say during Houston at BYU men's college basketball game originally scheduled for Feb 7, 2026?",90,2026-02-08,WRONG,0,2026-02-08T04:45:41.396927Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07HOUBYU-DRAF,"What will the announcers say during Houston at BYU men's college basketball game originally scheduled for Feb 7, 2026?",91,2026-02-08,CORRECT,100,2026-02-08T04:11:11.463484Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07HOUBYU-ANKL,"What will the announcers say during Houston at BYU men's college basketball game originally scheduled for Feb 7, 2026?",92,2026-02-08,CORRECT,100,2026-02-08T05:10:00.717734Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07HOUBYU-ALLE,"What will the announcers say during Houston at BYU men's college basketball game originally scheduled for Feb 7, 2026?",90,2026-02-08,WRONG,0,2026-02-08T04:48:56.484767Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07HOUBYU-ALL,"What will the announcers say during Houston at BYU men's college basketball game originally scheduled for Feb 7, 2026?",95,2026-02-08,CORRECT,100,2026-02-08T04:31:44.524164Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07ILLMSU-TRAN,"What will the announcers say during Illinois at Michigan St. men's college basketball game originally scheduled for Feb 7, 2026?",91,2026-02-08,CORRECT,100,2026-02-07T17:24:41.103759Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07ILLMSU-RECO,"What will the announcers say during Illinois at Michigan St. men's college basketball game originally scheduled for Feb 7, 2026?",91,2026-02-08,CORRECT,100,2026-02-08T02:50:16.881775Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07ILLMSU-OVER,"What will the announcers say during Illinois at Michigan St. men's college basketball game originally scheduled for Feb 7, 2026?",91,2026-02-08,CORRECT,100,2026-02-08T01:58:42.024485Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07ILLMSU-DOUB,"What will the announcers say during Illinois at Michigan St. men's college basketball game originally scheduled for Feb 7, 2026?",91,2026-02-08,CORRECT,100,2026-02-08T02:40:31.572509Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07ILLMSU-BRES,"What will the announcers say during Illinois at Michigan St. men's college basketball game originally scheduled for Feb 7, 2026?",91,2026-02-08,CORRECT,100,2026-02-07T17:01:30.814181Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07ILLMSU-ALLE,"What will the announcers say during Illinois at Michigan St. men's college basketball game originally scheduled for Feb 7, 2026?",91,2026-02-08,CORRECT,100,2026-02-08T01:53:34.681747Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07DUKEUNC-WALK,"What will the announcers say during Duke at North Carolina men's college basketball game originally scheduled for Feb 7, 2026?",91,2026-02-08,WRONG,0,2026-02-07T16:45:08.229734Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07DUKEUNC-TRAN,"What will the announcers say during Duke at North Carolina men's college basketball game originally scheduled for Feb 7, 2026?",91,2026-02-08,CORRECT,100,2026-02-07T20:36:59.833812Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07DUKEUNC-RECR,"What will the announcers say during Duke at North Carolina men's college basketball game originally scheduled for Feb 7, 2026?",91,2026-02-08,WRONG,0,2026-02-07T17:24:59.06172Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07DUKEUNC-ELBO,"What will the announcers say during Duke at North Carolina men's college basketball game originally scheduled for Feb 7, 2026?",95,2026-02-08,CORRECT,100,2026-02-08T01:01:07.866562Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07DUKEUNC-DRAF,"What will the announcers say during Duke at North Carolina men's college basketball game originally scheduled for Feb 7, 2026?",91,2026-02-08,CORRECT,100,2026-02-07T23:29:47.666703Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07DUKEUNC-DOUB,"What will the announcers say during Duke at North Carolina men's college basketball game originally scheduled for Feb 7, 2026?",90,2026-02-08,CORRECT,100,2026-02-08T00:57:28.256647Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07DUKEUNC-ANKL,"What will the announcers say during Duke at North Carolina men's college basketball game originally scheduled for Feb 7, 2026?",90,2026-02-08,WRONG,0,2026-02-08T00:33:37.272346Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07DUKEUNC-ALL,"What will the announcers say during Duke at North Carolina men's college basketball game originally scheduled for Feb 7, 2026?",95,2026-02-08,CORRECT,100,2026-02-08T00:29:08.923231Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNCAABMENTION-26FEB07DUKEUNC-AIRB,"What will the announcers say during Duke at North Carolina men's college basketball game originally scheduled for Feb 7, 2026?",90,2026-02-08,CORRECT,100,2026-02-08T00:13:06.854465Z,KXNCAABMENTION,College Basketball
Mentions > Mentions,KXNFLMENTION-SB26-WIND,What will the announcers say during 2026 Pro Football Championship?,90,2026-02-09,CORRECT,100,2026-02-09T01:01:44.925963Z,KXNFLMENTION,NFL Mention
Mentions > Mentions,KXNFLMENTION-SB26-TURF,What will the announcers say during 2026 Pro Football Championship?,90,2026-02-09,CORRECT,100,2026-02-09T01:03:32.621974Z,KXNFLMENTION,NFL Mention
Mentions > Mentions,KXNFLMENTION-SB26-SCHE,What will the announcers say during 2026 Pro Football Championship?,91,2026-02-09,CORRECT,100,2026-02-09T03:20:08.855653Z,KXNFLMENTION,NFL Mention
Mentions > Mentions,KXNFLMENTION-SB26-ROBE,What will the announcers say during 2026 Pro Football Championship?,90,2026-02-09,CORRECT,100,2026-02-08T21:18:48.994814Z,KXNFLMENTION,NFL Mention
Mentions > Mentions,KXNFLMENTION-SB26-RECO,What will the announcers say during 2026 Pro Football Championship?,91,2026-02-09,CORRECT,100,2026-01-28T15:02:38.09817Z,KXNFLMENTION,NFL Mention
Mentions > Mentions,KXNFLMENTION-SB26-PRO,What will the announcers say during 2026 Pro Football Championship?,99,2026-02-09,CORRECT,100,2026-02-09T02:45:47.71465Z,KXNFLMENTION,NFL Mention
Mentions > Mentions,KXNFLMENTION-SB26-NO,What will the announcers say during 2026 Pro Football Championship?,94,2026-02-09,CORRECT,100,2026-02-09T01:08:58.334864Z,KXNFLMENTION,NFL Mention
Mentions > Mentions,KXNFLMENTION-SB26-NEXT,What will the announcers say during 2026 Pro Football Championship?,90,2026-02-09,CORRECT,100,2026-02-08T20:09:24.173404Z,KXNFLMENTION,NFL Mention
Mentions > Mentions,KXNFLMENTION-SB26-LEVI,What will the announcers say during 2026 Pro Football Championship?,92,2026-02-09,CORRECT,100,2026-02-08T19:02:52.640532Z,KXNFLMENTION,NFL Mention
Mentions > Mentions,KXNFLMENTION-SB26-LEGI,What will the announcers say during 2026 Pro Football Championship?,91,2026-02-09,CORRECT,100,2026-02-09T01:57:06.267739Z,KXNFLMENTION,NFL Mention
Mentions > Mentions,KXNFLMENTION-SB26-FINE,What will the announcers say during 2026 Pro Football Championship?,91,2026-02-09,CORRECT,100,2026-02-09T00:32:40.456531Z,KXNFLMENTION,NFL Mention
Mentions > Mentions,KXNFLMENTION-SB26-DYNA,What will the announcers say during 2026 Pro Football Championship?,97,2026-02-09,WRONG,0,2026-02-09T03:02:33.497918Z,KXNFLMENTION,NFL Mention
