sub_category,time_bucket,sample_num,ticker,price,time_to_close_h,correct
Sports > Tennis > ATP,25-50%,2,KXATPSETWINNER-26JAN22ALCMOU-1-ALC,90,37.8,CORRECT
Sports > Tennis > ATP,25-50%,3,KXATPEXACTMATCH-26JAN23SPISIN-SIN30,90,30.8,WRONG
Sports > Tennis > ATP,50-75%,1,KXATPSETWINNER-26FEB01ALCDJO-2-ALC,92,4.0,CORRECT
Sports > Tennis > ATP,50-75%,2,KXATPSETWINNER-26JAN26ALCDE-3-ALC,90,8.7,CORRECT
Sports > Tennis > ATP,50-75%,3,KXATPSETWINNER-26JAN26ALCDE-2-ALC,90,5.5,CORRECT
Sports > Tennis > ATP,75-100%,1,KXATPSETWINNER-26FEB01ALCDJO-3-ALC,91,0.4,CORRECT
Sports > Tennis > ATP,75-100%,2,KXATPSETWINNER-26FEB01ALCDJO-1-DJO,90,0.2,CORRECT
Sports > Tennis > ATP,75-100%,3,KXATPSETWINNER-26JAN29DJOSIN-1-SIN,90,0.7,CORRECT
Sports > Tennis > ATP Challenger,25-50%,1,KXATPCHALLENGERMATCH-26FEB11IMASWE-SWE,90,13.3,CORRECT
Sports > Tennis > ATP Challenger,50-75%,1,KXATPCHALLENGERMATCH-26FEB10MORLOF-MOR,90,3.4,CORRECT
Sports > Tennis > ATP Challenger,50-75%,2,KXATPCHALLENGERMATCH-26FEB10CARDEV-CAR,90,4.7,CORRECT
Sports > Tennis > ATP Challenger,50-75%,3,KXATPCHALLENGERMATCH-26FEB10BAREQB-BAR,90,3.6,CORRECT
Sports > Tennis > ATP Challenger,75-100%,1,KXATPCHALLENGERMATCH-26FEB11RAWKAS-KAS,91,1.4,CORRECT
Sports > Tennis > ATP Challenger,75-100%,2,KXATPCHALLENGERMATCH-26FEB11TULELL-TUL,90,0.1,CORRECT
Sports > Tennis > ATP Challenger,75-100%,3,KXATPCHALLENGERMATCH-26FEB11SATMOR-MOR,90,0.5,CORRECT
Sports > Tennis > ATP Italian Open,25-50%,1,KXATPIT-25SINPAU-SIN,90,15.7,CORRECT
Sports > Tennis > ATP Italian Open,25-50%,2,KXATPIT-25PAUDE-PAU,90,15.2,CORRECT
Sports > Tennis > ATP Italian Open,25-50%,3,KXATPIT-25KHAALC-ALC,90,13.8,CORRECT
Sports > Tennis > ATP Italian Open,50-75%,1,KXATPIT-25HURPAU-PAU,90,4.8,CORRECT
Sports > Tennis > ATP Italian Open,50-75%,2,KXATPIT-25MUNRUU-RUU,91,4.2,CORRECT
Sports > Tennis > ATP Italian Open,50-75%,3,KXATPIT-25PASKHA-KHA,90,3.6,CORRECT
Sports > Tennis > ATP Italian Open,75-100%,1,KXATPIT-25SINALC-ALC,90,0.7,CORRECT
Sports > Tennis > ATP Italian Open,75-100%,2,KXATPIT-25ALCMUS-ALC,91,2.8,CORRECT
Sports > Tennis > ATP Italian Open,75-100%,3,KXATPIT-25SINRUU-SIN,90,1.2,CORRECT
Sports > Tennis > French Open Men's Singles,25-50%,1,KXFOMEN-25PAUALC-ALC,91,28.2,CORRECT
Sports > Tennis > French Open Men's Singles,25-50%,2,KXFOMEN-25BUBDRA-DRA,90,29.1,WRONG
Sports > Tennis > French Open Men's Singles,25-50%,3,KXFOMEN-25NORDJO-DJO,92,41.0,CORRECT
Sports > Tennis > French Open Men's Singles,50-75%,1,KXFOMEN-25MUSTIA-MUS,91,3.9,CORRECT
Sports > Tennis > French Open Men's Singles,50-75%,2,KXFOMEN-25TIAALT-TIA,91,3.5,CORRECT
Sports > Tennis > French Open Men's Singles,50-75%,3,KXFOMEN-25RUBFIL-RUB,91,4.7,CORRECT
Sports > Tennis > French Open Men's Singles,75-100%,1,KXFOMEN-25SINDJO-SIN,91,1.7,CORRECT
Sports > Tennis > French Open Men's Singles,75-100%,2,KXFOMEN-25MUSALC-ALC,90,0.5,CORRECT
Sports > Tennis > French Open Men's Singles,75-100%,3,KXFOMEN-25ZVEDJO-DJO,90,1.0,CORRECT
Sports > Tennis > French Open Women's Singles,25-50%,1,KXFOWOMEN-25ANDBOI-AND,90,44.3,WRONG
Sports > Tennis > French Open Women's Singles,25-50%,2,KXFOWOMEN-25BOUGAU-GAU,90,32.2,CORRECT
Sports > Tennis > French Open Women's Singles,25-50%,3,KXFOWOMEN-25ANDPUT-AND,90,21.5,CORRECT
Sports > Tennis > French Open Women's Singles,50-75%,1,KXFOWOMEN-25SVISWI-SWI,92,3.1,CORRECT
Sports > Tennis > French Open Women's Singles,50-75%,2,KXFOWOMEN-25SABANI-SAB,90,5.5,CORRECT
Sports > Tennis > French Open Women's Singles,50-75%,3,KXFOWOMEN-25KEYKEN-KEY,92,3.4,CORRECT
Sports > Tennis > French Open Women's Singles,75-100%,1,KXFOWOMEN-25BOIGAU-GAU,91,1.2,CORRECT
Sports > Tennis > French Open Women's Singles,75-100%,2,KXFOWOMEN-25SABSWI-SAB,90,0.2,CORRECT
Sports > Tennis > French Open Women's Singles,75-100%,3,KXFOWOMEN-25ANDBOI-BOI,90,0.1,CORRECT
Sports > Tennis > United Cup,25-50%,1,KXUNITEDCUPMATCH-26JAN03GAUSIE-GAU,90,15.1,CORRECT
Sports > Tennis > United Cup,50-75%,1,KXUNITEDCUPMATCH-26JAN10GAUSWI-GAU,90,5.6,CORRECT
Sports > Tennis > United Cup,50-75%,2,KXUNITEDCUPMATCH-26JAN08BERMEN-BER,90,6.1,CORRECT
Sports > Tennis > United Cup,50-75%,3,KXUNITEDCUPMATCH-26JAN02SAKOSA-SAK,90,4.6,CORRECT
Sports > Tennis > United Cup,75-100%,1,KXUNITEDCUPMATCH-26JAN11HURWAW-HUR,91,0.3,CORRECT
Sports > Tennis > United Cup,75-100%,2,KXUNITEDCUPMATCH-26JAN11SWIBEN-BEN,92,0.4,CORRECT
Sports > Tennis > United Cup,75-100%,3,KXUNITEDCUPMATCH-26JAN10FRIHUR-HUR,92,0.4,CORRECT
Sports > Tennis > WTA,25-50%,1,KXWTAMATCH-26FEB10SWITJE-SWI,91,19.0,CORRECT
Sports > Tennis > WTA,50-75%,1,KXWTAMATCH-26FEB06FRECEN-FRE,91,10.0,CORRECT
Sports > Tennis > WTA,50-75%,2,KXWTAMATCH-26FEB06BAPHUN-BAP,92,11.5,WRONG
Sports > Tennis > WTA,75-100%,1,KXWTAMATCH-26FEB11KALSVI-KAL,90,0.1,CORRECT
Sports > Tennis > WTA,75-100%,2,KXWTAMATCH-26FEB11ZHERYB-RYB,90,0.1,CORRECT
Sports > Tennis > WTA,75-100%,3,KXWTAMATCH-26FEB11OSTOSO-OST,90,0.4,CORRECT
Sports > Tennis > WTA Challenger,25-50%,1,KXWTACHALLENGERMATCH-26FEB08FREJAK-JAK,90,12.2,CORRECT
Sports > Tennis > WTA Challenger,25-50%,2,KXWTACHALLENGERMATCH-26FEB03RAJTAR-TAR,90,13.3,CORRECT
Sports > Tennis > WTA Challenger,50-75%,1,KXWTACHALLENGERMATCH-26FEB10JAKMIN-MIN,92,8.3,CORRECT
Sports > Tennis > WTA Challenger,50-75%,2,KXWTACHALLENGERMATCH-26FEB05TAGSHI-TAG,90,11.9,CORRECT
Sports > Tennis > WTA Challenger,50-75%,3,KXWTACHALLENGERMATCH-26FEB03TAGADK-TAG,90,11.6,CORRECT
Sports > Tennis > WTA Challenger,75-100%,1,KXWTACHALLENGERMATCH-26FEB11PARCHW-CHW,92,0.8,CORRECT
Sports > Tennis > WTA Challenger,75-100%,2,KXWTACHALLENGERMATCH-26FEB11KALGAL-GAL,90,0.8,CORRECT
Sports > Tennis > WTA Challenger,75-100%,3,KXWTACHALLENGERMATCH-26FEB10TOMQUE-QUE,90,0.5,CORRECT
Transportation > Transportation,0-25%,1,KXMTA-25AUG17-A2500000,90,252.0,CORRECT
Transportation > Transportation,0-25%,2,KXMTA-25JUL27-A2500000,90,227.7,CORRECT
Transportation > Transportation,0-25%,3,MTA-22MAY22-A2.9,92,63.7,CORRECT
Transportation > Transportation,25-50%,1,TSA-21OCT12-T1.4,91,29.6,CORRECT
Transportation > Transportation,25-50%,2,TSA-21SEP14-T1.52,91,29.6,WRONG
Transportation > Transportation,25-50%,3,TSA-21AUG29-T1.8,90,23.1,CORRECT
World > Flight Delays,25-50%,1,FLIGHTJFK-22AUG22-T400,92,13.0,CORRECT
World > Flight Delays,25-50%,2,FLIGHTJFK-22AUG12-T400,91,12.8,CORRECT
World > Flight Delays,25-50%,3,FLIGHTJFK-22AUG11-T400,90,12.5,CORRECT
World > Flight Delays,50-75%,1,KXFLIGHTJFK-25NOV13-T200,90,6.6,CORRECT
World > Flight Delays,50-75%,2,FLIGHTJFK-22AUG30-T400,92,6.2,CORRECT
World > Flight Delays,50-75%,3,FLIGHTJFK-22AUG29-T400,90,4.7,CORRECT
World > Flight Delays,75-100%,1,FLIGHTJFK-22AUG09-T400,90,2.5,CORRECT
World > Flight Delays,75-100%,2,FLIGHTLAX-22AUG07-T400,90,1.1,WRONG
World > Flight Delays,75-100%,3,FLIGHTLAX-22JUL24-T400,90,2.8,CORRECT
